날짜,요일유형,hour,acsr_nm,레코드여부,trf_qnty,판정가능여부,final_stage,final_zero_rate
2026-04-02,평일,17,서촌사거리-북 (남향),있음(비0),201,B형 검토,0,0.0000
2026-04-02,평일,18,서촌사거리-동 (서향),있음(비0),356,B형 검토,0,0.2727
2026-04-02,평일,18,서촌사거리-서 (동향),있음(비0),283,B형 검토,0,0.0000
2026-04-02,평일,18,서촌사거리-북 (남향),있음(비0),187,B형 검토,0,0.0000
2026-04-02,평일,19,서촌사거리-동 (서향),있음(비0),207,B형 검토,0,0.2727
2026-04-02,평일,19,서촌사거리-서 (동향),있음(비0),177,B형 검토,0,0.0000
2026-04-02,평일,19,서촌사거리-북 (남향),있음(비0),125,B형 검토,0,0.0000
2026-04-02,평일,20,서촌사거리-동 (서향),있음(비0),127,B형 검토,0,0.2727
2026-04-02,평일,20,서촌사거리-서 (동향),있음(비0),122,B형 검토,0,0.0000
2026-04-02,평일,20,서촌사거리-북 (남향),있음(비0),60,B형 검토,0,0.0000
2026-04-02,평일,21,서촌사거리-동 (서향),있음(비0),148,B형 검토,0,0.2727
2026-04-02,평일,21,서촌사거리-서 (동향),있음(비0),103,B형 검토,0,0.0000
2026-04-02,평일,21,서촌사거리-북 (남향),있음(비0),56,B형 검토,0,0.0000
2026-04-02,평일,22,서촌사거리-동 (서향),있음(비0),103,B형 검토,0,0.2727
2026-04-02,평일,22,서촌사거리-서 (동향),있음(비0),90,B형 검토,0,0.0000
2026-04-02,평일,22,서촌사거리-북 (남향),있음(비0),36,B형 검토,0,0.0000
2026-04-02,평일,23,서촌사거리-동 (서향),있음(비0),56,B형 검토,0,0.2727
2026-04-02,평일,23,서촌사거리-서 (동향),있음(비0),50,B형 검토,0,0.0000
2026-04-02,평일,23,서촌사거리-북 (남향),있음(비0),37,B형 검토,0,0.0000
2026-04-03,평일,00,서촌사거리-동 (서향),있음(비0),37,B형 검토,0,0.2727
2026-04-03,평일,00,서촌사거리-서 (동향),있음(비0),37,B형 검토,0,0.0000
2026-04-03,평일,00,서촌사거리-북 (남향),있음(비0),16,B형 검토,0,0.0000
2026-04-03,평일,01,서촌사거리-동 (서향),있음(비0),33,B형 검토,0,0.2955
2026-04-03,평일,01,서촌사거리-서 (동향),있음(비0),26,B형 검토,0,0.0000
2026-04-03,평일,01,서촌사거리-북 (남향),있음(비0),14,B형 검토,0,0.0000
2026-04-03,평일,02,서촌사거리-동 (서향),있음(비0),22,B형 검토,0,0.2955
2026-04-03,평일,02,서촌사거리-서 (동향),있음(비0),22,B형 검토,0,0.0000
2026-04-03,평일,02,서촌사거리-북 (남향),있음(비0),2,B형 검토,0,0.0000
2026-04-03,평일,03,서촌사거리-동 (서향),있음(비0),17,B형 검토,0,0.2955
2026-04-03,평일,03,서촌사거리-서 (동향),있음(비0),18,B형 검토,0,0.0000
