날짜,요일유형,hour,acsr_nm,레코드여부,trf_qnty,판정가능여부,final_stage,final_zero_rate
2026-01-04,일·공휴일,07,항동중학교입구3R-북(남향),있음(비0),45,B형 검토,2,0.6635
2026-01-04,일·공휴일,07,항동중학교입구3R-동(서향),없음(NULL),,B형,2,0.6635
2026-01-04,일·공휴일,08,항동중학교입구3R-남(북향),없음(NULL),,A형 가능,0,0.0000
2026-01-04,일·공휴일,08,항동중학교입구3R-북(남향),있음(비0),13,B형 검토,2,0.6538
2026-01-04,일·공휴일,08,항동중학교입구3R-동(서향),없음(NULL),,B형,2,0.6442
2026-01-04,일·공휴일,09,항동중학교입구3R-남(북향),없음(NULL),,A형 가능,0,0.0000
2026-01-04,일·공휴일,09,항동중학교입구3R-북(남향),있음(비0),4,B형 검토,2,0.6442
2026-01-04,일·공휴일,09,항동중학교입구3R-동(서향),없음(NULL),,B형,2,0.6346
2026-01-04,일·공휴일,10,항동중학교입구3R-남(북향),없음(NULL),,A형 가능,0,0.0000
2026-01-04,일·공휴일,10,항동중학교입구3R-북(남향),있음(비0),5,B형 검토,2,0.6442
2026-01-04,일·공휴일,10,항동중학교입구3R-동(서향),없음(NULL),,B형,2,0.6346
2026-01-04,일·공휴일,11,항동중학교입구3R-남(북향),없음(NULL),,A형 가능,0,0.0000
2026-01-04,일·공휴일,11,항동중학교입구3R-북(남향),있음(비0),119,B형 검토,2,0.6442
2026-01-04,일·공휴일,11,항동중학교입구3R-동(서향),없음(NULL),,B형,2,0.6346
2026-01-04,일·공휴일,12,항동중학교입구3R-남(북향),없음(NULL),,A형 가능,0,0.0000
2026-01-04,일·공휴일,12,항동중학교입구3R-북(남향),있음(비0),26,B형 검토,2,0.6442
2026-01-04,일·공휴일,12,항동중학교입구3R-동(서향),없음(NULL),,B형,2,0.6346
2026-01-04,일·공휴일,13,항동중학교입구3R-남(북향),없음(NULL),,A형 가능,0,0.0000
2026-01-04,일·공휴일,13,항동중학교입구3R-북(남향),있음(비0),27,B형 검토,2,0.6442
2026-01-04,일·공휴일,13,항동중학교입구3R-동(서향),없음(NULL),,B형,2,0.6346
2026-01-04,일·공휴일,14,항동중학교입구3R-남(북향),없음(NULL),,A형 가능,0,0.0000
2026-01-04,일·공휴일,14,항동중학교입구3R-북(남향),있음(비0),47,B형 검토,2,0.6442
2026-01-04,일·공휴일,14,항동중학교입구3R-동(서향),없음(NULL),,B형,2,0.6346
2026-01-04,일·공휴일,15,항동중학교입구3R-남(북향),없음(NULL),,A형 가능,0,0.0000
2026-01-04,일·공휴일,15,항동중학교입구3R-북(남향),있음(비0),3,B형 검토,2,0.6442
2026-01-04,일·공휴일,15,항동중학교입구3R-동(서향),없음(NULL),,B형,2,0.6346
2026-01-04,일·공휴일,16,항동중학교입구3R-남(북향),있음(비0),1,B형 검토,0,0.0000
2026-01-04,일·공휴일,16,항동중학교입구3R-북(남향),있음(비0),15,B형 검토,2,0.6442
2026-01-04,일·공휴일,16,항동중학교입구3R-동(서향),없음(NULL),,B형,2,0.6346
2026-01-04,일·공휴일,17,항동중학교입구3R-남(북향),없음(NULL),,A형 가능,0,0.0000
2026-01-04,일·공휴일,17,항동중학교입구3R-북(남향),있음(비0),12,B형 검토,2,0.6442
2026-01-04,일·공휴일,17,항동중학교입구3R-동(서향),없음(NULL),,B형,2,0.6346
2026-01-04,일·공휴일,18,항동중학교입구3R-남(북향),없음(NULL),,A형 가능,0,0.0000
2026-01-04,일·공휴일,18,항동중학교입구3R-북(남향),있음(비0),19,B형 검토,2,0.6442
2026-01-04,일·공휴일,18,항동중학교입구3R-동(서향),없음(NULL),,B형,2,0.6346
2026-01-04,일·공휴일,19,항동중학교입구3R-남(북향),없음(NULL),,A형 가능,0,0.0000
2026-01-04,일·공휴일,19,항동중학교입구3R-북(남향),있음(비0),12,B형 검토,2,0.6442
